,229 Z 5min,,,,,229 B 5min,,,,
275,0,0,32,3,6,0,0,21,3,5
280,0,0,32,3,6,0,0,21,3,5
285,0,0,32,3,6,0,0,21,3,5
290,0,0,32,3,6,0,0,21,3,5
295,0,0,32,3,6,0,0,21,3,5
300,1,1,96,12,32,1,1,72,10,25
305,1,1,96,12,32,1,1,72,10,25
310,1,1,96,12,32,1,1,72,10,25
315,1,1,96,12,32,1,1,72,10,25
320,1,1,96,12,32,1,1,72,10,25
325,1,1,96,12,32,1,1,72,10,25
330,1,1,96,12,32,1,1,72,10,25
335,1,1,96,12,32,1,1,72,10,25
340,1,1,96,12,32,1,1,72,10,25
345,1,1,96,12,32,1,1,72,10,25
350,1,1,96,12,32,1,1,72,10,25
355,1,1,96,12,32,1,1,72,10,25
360,1,1,168,24,28,1,1,160,23,35
365,1,1,168,24,28,1,1,160,23,35
370,1,1,168,24,28,1,1,160,23,35
375,1,1,168,24,28,1,1,160,23,35
380,1,1,168,24,28,1,1,160,23,35
385,1,1,168,24,28,1,1,160,23,35
390,1,1,168,24,28,1,1,160,23,35
395,1,1,168,24,28,1,1,160,23,35
400,1,1,168,24,28,1,1,160,23,35
405,1,1,168,24,28,1,1,160,23,35
410,1,1,168,24,28,1,1,160,23,35
415,1,1,168,24,28,1,1,160,23,35
420,0,1,162,23,24,1,1,163,22,25
425,0,1,162,23,24,1,1,163,22,25
430,0,1,162,23,24,1,1,163,22,25
435,0,1,162,23,24,1,1,163,22,25
440,0,1,162,23,24,1,1,163,22,25
445,0,1,162,23,24,1,1,163,22,25
450,0,1,162,23,24,1,1,163,22,25
455,0,1,162,23,24,1,1,163,22,25
460,0,1,162,23,24,1,1,163,22,25
465,0,1,162,23,24,1,1,163,22,25
470,0,1,162,23,24,1,1,163,22,25
475,0,1,162,23,24,1,1,163,22,25
480,1,1,134,17,26,1,1,139,17,26
485,1,1,134,17,26,1,1,139,17,26
490,1,1,134,17,26,1,1,139,17,26
495,1,1,134,17,26,1,1,139,17,26
500,1,1,134,17,26,1,1,139,17,26
505,1,1,134,17,26,1,1,139,17,26
510,1,1,134,17,26,1,1,139,17,26
515,1,1,134,17,26,1,1,139,17,26
520,1,1,134,17,26,1,1,139,17,26
525,1,1,134,17,26,1,1,139,17,26
530,1,1,134,17,26,1,1,139,17,26
535,1,1,134,17,26,1,1,139,17,26
540,1,1,119,15,28,1,1,121,16,29
545,1,1,119,15,28,1,1,121,16,29
550,1,1,119,15,28,1,1,121,16,29
555,1,1,119,15,28,1,1,121,16,29
560,1,1,119,15,28,1,1,121,16,29
565,1,1,119,15,28,1,1,121,16,29
570,1,1,119,15,28,1,1,121,16,29
575,1,1,119,15,28,1,1,121,16,29
580,1,1,119,15,28,1,1,121,16,29
585,1,1,119,15,28,1,1,121,16,29
590,1,1,119,15,28,1,1,121,16,29
595,1,1,119,15,28,1,1,121,16,29
600,1,1,117,15,29,1,1,119,17,30
605,1,1,117,15,29,1,1,119,17,30
610,1,1,117,15,29,1,1,119,17,30
615,1,1,117,15,29,1,1,119,17,30
620,1,1,117,15,29,1,1,119,17,30
625,1,1,117,15,29,1,1,119,17,30
630,1,1,117,15,29,1,1,119,17,30
635,1,1,117,15,29,1,1,119,17,30
640,1,1,117,15,29,1,1,119,17,30
645,1,1,117,15,29,1,1,119,17,30
650,1,1,117,15,29,1,1,119,17,30
655,1,1,117,15,29,1,1,119,17,30
660,1,1,120,16,28,1,1,123,18,28
665,1,1,120,16,28,1,1,123,18,28
670,1,1,120,16,28,1,1,123,18,28
675,1,1,120,16,28,1,1,123,18,28
680,1,1,120,16,28,1,1,123,18,28
685,1,1,120,16,28,1,1,123,18,28
690,1,1,120,16,28,1,1,123,18,28
695,1,1,120,16,28,1,1,123,18,28
700,1,1,120,16,28,1,1,123,18,28
705,1,1,120,16,28,1,1,123,18,28
710,1,1,120,16,28,1,1,123,18,28
715,1,1,120,16,28,1,1,123,18,28
720,1,1,133,16,27,1,1,131,17,26
725,1,1,133,16,27,1,1,131,17,26
730,1,1,133,16,27,1,1,131,17,26
735,1,1,133,16,27,1,1,131,17,26
740,1,1,133,16,27,1,1,131,17,26
745,1,1,133,16,27,1,1,131,17,26
750,1,1,133,16,27,1,1,131,17,26
755,1,1,133,16,27,1,1,131,17,26
760,1,1,133,16,27,1,1,131,17,26
765,1,1,133,16,27,1,1,131,17,26
770,1,1,133,16,27,1,1,131,17,26
775,1,1,133,16,27,1,1,131,17,26
780,1,1,140,19,30,1,1,137,16,27
785,1,1,140,19,30,1,1,137,16,27
790,1,1,140,19,30,1,1,137,16,27
795,1,1,140,19,30,1,1,137,16,27
800,1,1,140,19,30,1,1,137,16,27
805,1,1,140,19,30,1,1,137,16,27
810,1,1,140,19,30,1,1,137,16,27
815,1,1,140,19,30,1,1,137,16,27
820,1,1,140,19,30,1,1,137,16,27
825,1,1,140,19,30,1,1,137,16,27
830,1,1,140,19,30,1,1,137,16,27
835,1,1,140,19,30,1,1,137,16,27
840,1,1,144,18,30,1,2,145,18,29
845,1,1,144,18,30,1,2,145,18,29
850,1,1,144,18,30,1,2,145,18,29
855,1,1,144,18,30,1,2,145,18,29
860,1,1,144,18,30,1,2,145,18,29
865,1,1,144,18,30,1,2,145,18,29
870,1,1,144,18,30,1,2,145,18,29
875,1,1,144,18,30,1,2,145,18,29
880,1,1,144,18,30,1,2,145,18,29
885,1,1,144,18,30,1,2,145,18,29
890,1,1,144,18,30,1,2,145,18,29
895,1,1,144,18,30,1,2,145,18,29
900,1,2,164,18,25,1,2,168,21,27
905,1,2,164,18,25,1,2,168,21,27
910,1,2,164,18,25,1,2,168,21,27
915,1,2,164,18,25,1,2,168,21,27
920,1,2,164,18,25,1,2,168,21,27
925,1,2,164,18,25,1,2,168,21,27
930,1,2,164,18,25,1,2,168,21,27
935,1,2,164,18,25,1,2,168,21,27
940,1,2,164,18,25,1,2,168,21,27
945,1,2,164,18,25,1,2,168,21,27
950,1,2,164,18,25,1,2,168,21,27
955,1,2,164,18,25,1,2,168,21,27
960,0,2,192,18,19,0,2,201,24,21
965,0,2,192,18,19,0,2,201,24,21
970,0,2,192,18,19,0,2,201,24,21
975,0,2,192,18,19,0,2,201,24,21
980,0,2,192,18,19,0,2,201,24,21
985,0,2,192,18,19,0,2,201,24,21
990,0,2,192,18,19,0,2,201,24,21
995,0,2,192,18,19,0,2,201,24,21
1000,0,2,192,18,19,0,2,201,24,21
1005,0,2,192,18,19,0,2,201,24,21
1010,0,2,192,18,19,0,2,201,24,21
1015,0,2,192,18,19,0,2,201,24,21
1020,0,2,203,16,14,0,2,210,18,14
1025,0,2,203,16,14,0,2,210,18,14
1030,0,2,203,16,14,0,2,210,18,14
1035,0,2,203,16,14,0,2,210,18,14
1040,0,2,203,16,14,0,2,210,18,14
1045,0,2,203,16,14,0,2,210,18,14
1050,0,2,203,16,14,0,2,210,18,14
1055,0,2,203,16,14,0,2,210,18,14
1060,0,2,203,16,14,0,2,210,18,14
1065,0,2,203,16,14,0,2,210,18,14
1070,0,2,203,16,14,0,2,210,18,14
1075,0,2,203,16,14,0,2,210,18,14
1080,0,2,165,11,12,0,2,173,13,13
1085,0,2,165,11,12,0,2,173,13,13
1090,0,2,165,11,12,0,2,173,13,13
1095,0,2,165,11,12,0,2,173,13,13
1100,0,2,165,11,12,0,2,173,13,13
1105,0,2,165,11,12,0,2,173,13,13
1110,0,2,165,11,12,0,2,173,13,13
1115,0,2,165,11,12,0,2,173,13,13
1120,0,2,165,11,12,0,2,173,13,13
1125,0,2,165,11,12,0,2,173,13,13
1130,0,2,165,11,12,0,2,173,13,13
1135,0,2,165,11,12,0,2,173,13,13
1140,0,1,115,8,10,0,1,123,9,11
1145,0,1,115,8,10,0,1,123,9,11
1150,0,1,115,8,10,0,1,123,9,11
1155,0,1,115,8,10,0,1,123,9,11
1160,0,1,115,8,10,0,1,123,9,11
1165,0,1,115,8,10,0,1,123,9,11
1170,0,1,115,8,10,0,1,123,9,11
1175,0,1,115,8,10,0,1,123,9,11
1180,0,1,115,8,10,0,1,123,9,11
1185,0,1,115,8,10,0,1,123,9,11
1190,0,1,115,8,10,0,1,123,9,11
1195,0,1,115,8,10,0,1,123,9,11
1200,0,1,82,6,7,0,1,89,8,9
1205,0,1,82,6,7,0,1,89,8,9
1210,0,1,82,6,7,0,1,89,8,9
1215,0,1,82,6,7,0,1,89,8,9
1220,0,1,82,6,7,0,1,89,8,9
1225,0,1,82,6,7,0,1,89,8,9
1230,0,1,82,6,7,0,1,89,8,9
1235,0,1,82,6,7,0,1,89,8,9
1240,0,1,82,6,7,0,1,89,8,9
1245,0,1,82,6,7,0,1,89,8,9
1250,0,1,82,6,7,0,1,89,8,9
1255,0,1,82,6,7,0,1,89,8,9
1260,0,1,69,5,6,0,1,72,6,6
1265,0,1,69,5,6,0,1,72,6,6
1270,0,1,69,5,6,0,1,72,6,6
1275,0,1,69,5,6,0,1,72,6,6
1280,0,1,69,5,6,0,1,72,6,6
1285,0,1,69,5,6,0,1,72,6,6
1290,0,1,69,5,6,0,1,72,6,6
1295,0,1,69,5,6,0,1,72,6,6
1300,0,1,69,5,6,0,1,72,6,6
1305,0,1,69,5,6,0,1,72,6,6
1310,0,1,69,5,6,0,1,72,6,6
1315,0,1,69,5,6,0,1,72,6,6
1320,0,1,59,5,6,0,1,64,5,5
1325,0,1,59,5,6,0,1,64,5,5
1330,0,1,59,5,6,0,1,64,5,5
1335,0,1,59,5,6,0,1,64,5,5
1340,0,1,59,5,6,0,1,64,5,5
1345,0,1,59,5,6,0,1,64,5,5
1350,0,1,59,5,6,0,1,64,5,5
1355,0,1,59,5,6,0,1,64,5,5
1360,0,1,59,5,6,0,1,64,5,5
1365,0,1,59,5,6,0,1,64,5,5
1370,0,1,59,5,6,0,1,64,5,5
1375,0,1,59,5,6,0,1,64,5,5
1380,0,0,37,5,5,0,1,52,5,5
1385,0,0,37,5,5,0,1,52,5,5
1390,0,0,37,5,5,0,1,52,5,5
1395,0,0,37,5,5,0,1,52,5,5
1400,0,0,37,5,5,0,1,52,5,5
1405,0,0,37,5,5,0,1,52,5,5
1410,0,0,37,5,5,0,1,52,5,5
1415,0,0,37,5,5,0,1,52,5,5
1420,0,0,37,5,5,0,1,52,5,5
1425,0,0,37,5,5,0,1,52,5,5
1430,0,0,37,5,5,0,1,52,5,5
1435,0,0,37,5,5,0,1,52,5,5
